"flies","week","trt","cty"
275,22,"gardstar","ellis"
200,23,"gardstar","ellis"
90,24,"gardstar","ellis"
15,4,"gardstar","ellis"
10,5,"gardstar","ellis"
5,6,"gardstar","ellis"
25,7,"gardstar","ellis"
90,8,"gardstar","ellis"
75,9,"gardstar","ellis"
50,10,"gardstar","ellis"
30,11,"gardstar","ellis"
20,12,"gardstar","ellis"
125,13,"gardstar","ellis"
330,14,"gardstar","ellis"
330,15,"gardstar","ellis"
100,16,"gardstar","ellis"
275,17,"gardstar","ellis"
350,18,"gardstar","ellis"
250,19,"gardstar","ellis"
350,20,"gardstar","ellis"
375,21,"gardstar","ellis"
300,22,"gardstar","ellis"
225,23,"gardstar","ellis"
35,24,"gardstar","ellis"
5,4,"gardstar","ellis"
5,5,"gardstar","ellis"
12,6,"gardstar","ellis"
20,7,"gardstar","ellis"
200,8,"gardstar","ellis"
45,9,"gardstar","ellis"
30,10,"gardstar","ellis"
150,11,"gardstar","ellis"
80,12,"gardstar","ellis"
150,13,"gardstar","ellis"
325,14,"gardstar","ellis"
325,15,"gardstar","ellis"
150,16,"gardstar","ellis"
200,17,"gardstar","ellis"
150,18,"gardstar","ellis"
300,19,"gardstar","ellis"
400,20,"gardstar","ellis"
375,21,"gardstar","ellis"
300,22,"gardstar","ellis"
245,23,"gardstar","ellis"
75,24,"gardstar","ellis"
15,4,"warrior","ellis"
20,5,"warrior","ellis"
18,6,"warrior","ellis"
10,7,"warrior","ellis"
0,8,"warrior","ellis"
10,9,"warrior","ellis"
75,10,"warrior","ellis"
60,11,"warrior","ellis"
110,12,"warrior","ellis"
150,13,"warrior","ellis"
100,14,"warrior","ellis"
250,15,"warrior","ellis"
375,16,"warrior","ellis"
350,17,"warrior","ellis"
300,18,"warrior","ellis"
250,19,"warrior","ellis"
370,20,"warrior","ellis"
290,21,"warrior","ellis"
400,22,"warrior","ellis"
350,23,"warrior","ellis"
20,24,"warrior","ellis"
10,4,"warrior","ellis"
36,5,"warrior","ellis"
40,6,"warrior","ellis"
15,7,"warrior","ellis"
5,8,"warrior","ellis"
30,9,"warrior","ellis"
90,10,"warrior","ellis"
75,11,"warrior","ellis"
100,12,"warrior","ellis"
150,13,"warrior","ellis"
170,14,"warrior","ellis"
150,15,"warrior","ellis"
300,16,"warrior","ellis"
350,17,"warrior","ellis"
375,18,"warrior","ellis"
400,19,"warrior","ellis"
350,20,"warrior","ellis"
350,21,"warrior","ellis"
275,22,"warrior","ellis"
250,23,"warrior","ellis"
80,24,"warrior","ellis"
0,4,"warrior","ellis"
14,5,"warrior","ellis"
22,6,"warrior","ellis"
30,7,"warrior","ellis"
10,8,"warrior","ellis"
15,9,"warrior","ellis"
10,10,"warrior","ellis"
50,11,"warrior","ellis"
100,12,"warrior","ellis"
100,13,"warrior","ellis"
110,14,"warrior","ellis"
200,15,"warrior","ellis"
175,16,"warrior","ellis"
350,17,"warrior","ellis"
275,18,"warrior","ellis"
300,19,"warrior","ellis"
325,20,"warrior","ellis"
350,21,"warrior","ellis"
250,22,"warrior","ellis"
300,23,"warrior","ellis"
50,24,"warrior","ellis"
12,4,"warrior","ellis"
22,5,"warrior","ellis"
13,6,"warrior","ellis"
10,7,"warrior","ellis"
10,8,"warrior","ellis"
10,9,"warrior","ellis"
20,10,"warrior","ellis"
35,11,"warrior","ellis"
120,12,"warrior","ellis"
150,13,"warrior","ellis"
200,14,"warrior","ellis"
250,15,"warrior","ellis"
150,16,"warrior","ellis"
400,17,"warrior","ellis"
350,18,"warrior","ellis"
450,19,"warrior","ellis"
300,20,"warrior","ellis"
325,21,"warrior","ellis"
275,22,"warrior","ellis"
250,23,"warrior","ellis"
10,24,"warrior","ellis"
10,4,"warrior","ellis"
18,5,"warrior","ellis"
18,6,"warrior","ellis"
15,7,"warrior","ellis"
5,8,"warrior","ellis"
20,9,"warrior","ellis"
100,10,"warrior","ellis"
75,11,"warrior","ellis"
110,12,"warrior","ellis"
175,13,"warrior","ellis"
200,14,"warrior","ellis"
275,15,"warrior","ellis"
250,16,"warrior","ellis"
350,17,"warrior","ellis"
375,18,"warrior","ellis"
400,19,"warrior","ellis"
375,20,"warrior","ellis"
350,21,"warrior","ellis"
350,22,"warrior","ellis"
275,23,"warrior","ellis"
5,24,"warrior","ellis"
10,4,"warrior","ellis"
50,5,"warrior","ellis"
15,6,"warrior","ellis"
12,7,"warrior","ellis"
15,8,"warrior","ellis"
25,9,"warrior","ellis"
20,10,"warrior","ellis"
50,11,"warrior","ellis"
35,12,"warrior","ellis"
150,13,"warrior","ellis"
250,14,"warrior","ellis"
175,15,"warrior","ellis"
250,16,"warrior","ellis"
325,17,"warrior","ellis"
400,18,"warrior","ellis"
375,19,"warrior","ellis"
275,20,"warrior","ellis"
350,21,"warrior","ellis"
300,22,"warrior","ellis"
150,23,"warrior","ellis"
50,24,"warrior","ellis"
5,4,"warrior","ellis"
10,5,"warrior","ellis"
45,6,"warrior","ellis"
10,7,"warrior","ellis"
4,8,"warrior","ellis"
10,9,"warrior","ellis"
50,10,"warrior","ellis"
20,11,"warrior","ellis"
150,12,"warrior","ellis"
120,13,"warrior","ellis"
150,14,"warrior","ellis"
200,15,"warrior","ellis"
250,16,"warrior","ellis"
400,17,"warrior","ellis"
300,18,"warrior","ellis"
280,19,"warrior","ellis"
350,20,"warrior","ellis"
275,21,"warrior","ellis"
290,22,"warrior","ellis"
200,23,"warrior","ellis"
40,24,"warrior","ellis"
5,4,"warrior","ellis"
50,5,"warrior","ellis"
12,6,"warrior","ellis"
15,7,"warrior","ellis"
3,8,"warrior","ellis"
10,9,"warrior","ellis"
40,10,"warrior","ellis"
40,11,"warrior","ellis"
100,12,"warrior","ellis"
135,13,"warrior","ellis"
210,14,"warrior","ellis"
275,15,"warrior","ellis"
210,16,"warrior","ellis"
350,17,"warrior","ellis"
325,18,"warrior","ellis"
290,19,"warrior","ellis"
350,20,"warrior","ellis"
350,21,"warrior","ellis"
300,22,"warrior","ellis"
200,23,"warrior","ellis"
50,24,"warrior","ellis"
20,4,"warrior","ellis"
10,5,"warrior","ellis"
18,6,"warrior","ellis"
15,7,"warrior","ellis"
10,8,"warrior","ellis"
20,9,"warrior","ellis"
20,10,"warrior","ellis"
40,11,"warrior","ellis"
100,12,"warrior","ellis"
130,13,"warrior","ellis"
300,14,"warrior","ellis"
250,15,"warrior","ellis"
200,16,"warrior","ellis"
350,17,"warrior","ellis"
375,18,"warrior","ellis"
450,19,"warrior","ellis"
275,20,"warrior","ellis"
325,21,"warrior","ellis"
350,22,"warrior","ellis"
250,23,"warrior","ellis"
75,24,"warrior","ellis"
10,4,"warrior","ellis"
50,5,"warrior","ellis"
40,6,"warrior","ellis"
10,7,"warrior","ellis"
15,8,"warrior","ellis"
15,9,"warrior","ellis"
10,10,"warrior","ellis"
35,11,"warrior","ellis"
75,12,"warrior","ellis"
130,13,"warrior","ellis"
200,14,"warrior","ellis"
275,15,"warrior","ellis"
250,16,"warrior","ellis"
300,17,"warrior","ellis"
400,18,"warrior","ellis"
400,19,"warrior","ellis"
350,20,"warrior","ellis"
300,21,"warrior","ellis"
375,22,"warrior","ellis"
175,23,"warrior","ellis"
100,24,"warrior","ellis"
375,1,"control","falls"
269,2,"control","falls"
184,3,"control","falls"
86,4,"control","falls"
92,5,"control","falls"
403,6,"control","falls"
297,7,"control","falls"
338,8,"control","falls"
479,9,"control","falls"
301,10,"control","falls"
507,11,"control","falls"
377,12,"control","falls"
94,13,"control","falls"
160,14,"control","falls"
257,15,"control","falls"
500,16,"control","falls"
45,1,"control","falls"
135,2,"control","falls"
227,3,"control","falls"
163,4,"control","falls"
174,5,"control","falls"
386,6,"control","falls"
187,7,"control","falls"
284,8,"control","falls"
238,9,"control","falls"
119,10,"control","falls"
434,11,"control","falls"
258,12,"control","falls"
193,13,"control","falls"
128,14,"control","falls"
402,15,"control","falls"
398,16,"control","falls"
35,1,"control","falls"
405,2,"control","falls"
312,3,"control","falls"
172,4,"control","falls"
138,5,"control","falls"
100,6,"control","falls"
183,7,"control","falls"
244,8,"control","falls"
525,9,"control","falls"
252,10,"control","falls"
327,11,"control","falls"
92,12,"control","falls"
234,13,"control","falls"
364,14,"control","falls"
164,15,"control","falls"
125,16,"control","falls"
450,1,"control","falls"
390,2,"control","falls"
121,3,"control","falls"
217,4,"control","falls"
212,5,"control","falls"
250,6,"control","falls"
227,7,"control","falls"
163,8,"control","falls"
366,9,"control","falls"
181,10,"control","falls"
420,11,"control","falls"
260,12,"control","falls"
301,13,"control","falls"
208,14,"control","falls"
156,15,"control","falls"
414,16,"control","falls"
355,1,"control","falls"
222,2,"control","falls"
193,3,"control","falls"
154,4,"control","falls"
86,5,"control","falls"
186,6,"control","falls"
291,7,"control","falls"
368,8,"control","falls"
358,9,"control","falls"
165,10,"control","falls"
186,11,"control","falls"
184,12,"control","falls"
362,13,"control","falls"
229,14,"control","falls"
247,15,"control","falls"
377,16,"control","falls"
575,1,"control","falls"
288,2,"control","falls"
132,3,"control","falls"
104,4,"control","falls"
89,5,"control","falls"
192,6,"control","falls"
264,7,"control","falls"
415,8,"control","falls"
61,9,"control","falls"
447,10,"control","falls"
124,11,"control","falls"
112,12,"control","falls"
112,13,"control","falls"
186,14,"control","falls"
139,15,"control","falls"
232,16,"control","falls"
205,1,"control","falls"
327,2,"control","falls"
124,3,"control","falls"
239,4,"control","falls"
57,5,"control","falls"
95,6,"control","falls"
283,7,"control","falls"
99,8,"control","falls"
226,9,"control","falls"
375,10,"control","falls"
392,11,"control","falls"
128,12,"control","falls"
167,13,"control","falls"
272,14,"control","falls"
193,15,"control","falls"
132,16,"control","falls"
245,1,"control","falls"
354,2,"control","falls"
352,3,"control","falls"
144,4,"control","falls"
169,5,"control","falls"
341,6,"control","falls"
312,7,"control","falls"
205,8,"control","falls"
210,9,"control","falls"
391,10,"control","falls"
242,11,"control","falls"
152,12,"control","falls"
244,13,"control","falls"
173,14,"control","falls"
242,15,"control","falls"
254,16,"control","falls"
325,1,"control","falls"
368,2,"control","falls"
190,3,"control","falls"
188,4,"control","falls"
198,5,"control","falls"
287,6,"control","falls"
341,7,"control","falls"
365,8,"control","falls"
219,9,"control","falls"
173,10,"control","falls"
407,11,"control","falls"
104,12,"control","falls"
219,13,"control","falls"
165,14,"control","falls"
157,15,"control","falls"
298,16,"control","falls"
150,1,"control","falls"
108,2,"control","falls"
258,3,"control","falls"
276,4,"control","falls"
236,5,"control","falls"
302,6,"control","falls"
298,7,"control","falls"
392,8,"control","falls"
353,9,"control","falls"
502,10,"control","falls"
414,11,"control","falls"
161,12,"control","falls"
145,13,"control","falls"
363,14,"control","falls"
287,15,"control","falls"
266,16,"control","falls"
400,1,"vetgun","falls"
160,2,"vetgun","falls"
228,3,"vetgun","falls"
123,4,"vetgun","falls"
319,5,"vetgun","falls"
129,6,"vetgun","falls"
78,7,"vetgun","falls"
107,8,"vetgun","falls"
134,9,"vetgun","falls"
NA,10,"vetgun","falls"
151,11,"vetgun","falls"
285,12,"vetgun","falls"
237,13,"vetgun","falls"
147,14,"vetgun","falls"
110,15,"vetgun","falls"
93,16,"vetgun","falls"
155,1,"vetgun","falls"
91,2,"vetgun","falls"
95,3,"vetgun","falls"
215,4,"vetgun","falls"
164,5,"vetgun","falls"
251,6,"vetgun","falls"
42,7,"vetgun","falls"
131,8,"vetgun","falls"
120,9,"vetgun","falls"
NA,10,"vetgun","falls"
244,11,"vetgun","falls"
217,12,"vetgun","falls"
211,13,"vetgun","falls"
70,14,"vetgun","falls"
267,15,"vetgun","falls"
144,16,"vetgun","falls"
77,1,"vetgun","falls"
187,2,"vetgun","falls"
207,3,"vetgun","falls"
199,4,"vetgun","falls"
172,5,"vetgun","falls"
140,6,"vetgun","falls"
21,7,"vetgun","falls"
40,8,"vetgun","falls"
80,9,"vetgun","falls"
NA,10,"vetgun","falls"
287,11,"vetgun","falls"
417,12,"vetgun","falls"
335,13,"vetgun","falls"
122,14,"vetgun","falls"
340,15,"vetgun","falls"
239,16,"vetgun","falls"
420,1,"vetgun","falls"
205,2,"vetgun","falls"
181,3,"vetgun","falls"
256,4,"vetgun","falls"
288,5,"vetgun","falls"
226,6,"vetgun","falls"
47,7,"vetgun","falls"
65,8,"vetgun","falls"
95,9,"vetgun","falls"
NA,10,"vetgun","falls"
342,11,"vetgun","falls"
418,12,"vetgun","falls"
274,13,"vetgun","falls"
90,14,"vetgun","falls"
128,15,"vetgun","falls"
126,16,"vetgun","falls"
550,1,"vetgun","falls"
176,2,"vetgun","falls"
174,3,"vetgun","falls"
157,4,"vetgun","falls"
332,5,"vetgun","falls"
196,6,"vetgun","falls"
17,7,"vetgun","falls"
20,8,"vetgun","falls"
66,9,"vetgun","falls"
NA,10,"vetgun","falls"
161,11,"vetgun","falls"
327,12,"vetgun","falls"
296,13,"vetgun","falls"
59,14,"vetgun","falls"
269,15,"vetgun","falls"
208,16,"vetgun","falls"
380,1,"vetgun","falls"
86,2,"vetgun","falls"
145,3,"vetgun","falls"
185,4,"vetgun","falls"
357,5,"vetgun","falls"
129,6,"vetgun","falls"
75,7,"vetgun","falls"
35,8,"vetgun","falls"
187,9,"vetgun","falls"
NA,10,"vetgun","falls"
85,11,"vetgun","falls"
229,12,"vetgun","falls"
338,13,"vetgun","falls"
156,14,"vetgun","falls"
175,15,"vetgun","falls"
125,16,"vetgun","falls"
267,1,"vetgun","falls"
176,2,"vetgun","falls"
86,3,"vetgun","falls"
222,4,"vetgun","falls"
231,5,"vetgun","falls"
106,6,"vetgun","falls"
62,7,"vetgun","falls"
45,8,"vetgun","falls"
56,9,"vetgun","falls"
NA,10,"vetgun","falls"
300,11,"vetgun","falls"
190,12,"vetgun","falls"
209,13,"vetgun","falls"
142,14,"vetgun","falls"
170,15,"vetgun","falls"
105,16,"vetgun","falls"
110,1,"vetgun","falls"
143,2,"vetgun","falls"
150,3,"vetgun","falls"
105,4,"vetgun","falls"
134,5,"vetgun","falls"
304,6,"vetgun","falls"
34,7,"vetgun","falls"
77,8,"vetgun","falls"
35,9,"vetgun","falls"
NA,10,"vetgun","falls"
247,11,"vetgun","falls"
212,12,"vetgun","falls"
362,13,"vetgun","falls"
72,14,"vetgun","falls"
133,15,"vetgun","falls"
143,16,"vetgun","falls"
445,1,"vetgun","falls"
145,2,"vetgun","falls"
140,3,"vetgun","falls"
205,4,"vetgun","falls"
184,5,"vetgun","falls"
172,6,"vetgun","falls"
46,7,"vetgun","falls"
59,8,"vetgun","falls"
102,9,"vetgun","falls"
NA,10,"vetgun","falls"
105,11,"vetgun","falls"
306,12,"vetgun","falls"
394,13,"vetgun","falls"
105,14,"vetgun","falls"
319,15,"vetgun","falls"
108,16,"vetgun","falls"
415,1,"vetgun","falls"
163,2,"vetgun","falls"
245,3,"vetgun","falls"
317,4,"vetgun","falls"
291,5,"vetgun","falls"
231,6,"vetgun","falls"
26,7,"vetgun","falls"
35,8,"vetgun","falls"
99,9,"vetgun","falls"
NA,10,"vetgun","falls"
173,11,"vetgun","falls"
392,12,"vetgun","falls"
290,13,"vetgun","falls"
80,14,"vetgun","falls"
213,15,"vetgun","falls"
209,16,"vetgun","falls"
142,1,"xp820","falls"
180,2,"xp820","falls"
137,3,"xp820","falls"
85,4,"xp820","falls"
154,5,"xp820","falls"
181,6,"xp820","falls"
111,7,"xp820","falls"
179,8,"xp820","falls"
124,9,"xp820","falls"
185,10,"xp820","falls"
70,11,"xp820","falls"
107,12,"xp820","falls"
193,13,"xp820","falls"
163,14,"xp820","falls"
352,15,"xp820","falls"
342,16,"xp820","falls"
213,17,"xp820","falls"
207,1,"xp820","falls"
75,2,"xp820","falls"
114,3,"xp820","falls"
65,4,"xp820","falls"
94,5,"xp820","falls"
284,6,"xp820","falls"
149,7,"xp820","falls"
137,8,"xp820","falls"
122,9,"xp820","falls"
70,10,"xp820","falls"
120,11,"xp820","falls"
94,12,"xp820","falls"
100,13,"xp820","falls"
251,14,"xp820","falls"
106,15,"xp820","falls"
152,16,"xp820","falls"
88,17,"xp820","falls"
105,1,"xp820","falls"
65,2,"xp820","falls"
88,3,"xp820","falls"
160,4,"xp820","falls"
67,5,"xp820","falls"
127,6,"xp820","falls"
63,7,"xp820","falls"
57,8,"xp820","falls"
76,9,"xp820","falls"
135,10,"xp820","falls"
181,11,"xp820","falls"
135,12,"xp820","falls"
229,13,"xp820","falls"
174,14,"xp820","falls"
156,15,"xp820","falls"
123,16,"xp820","falls"
65,17,"xp820","falls"
247,1,"xp820","falls"
91,2,"xp820","falls"
72,3,"xp820","falls"
54,4,"xp820","falls"
62,5,"xp820","falls"
65,6,"xp820","falls"
87,7,"xp820","falls"
124,8,"xp820","falls"
47,9,"xp820","falls"
121,10,"xp820","falls"
64,11,"xp820","falls"
386,12,"xp820","falls"
227,13,"xp820","falls"
198,14,"xp820","falls"
227,15,"xp820","falls"
371,16,"xp820","falls"
118,17,"xp820","falls"
76,1,"xp820","falls"
110,2,"xp820","falls"
85,3,"xp820","falls"
140,4,"xp820","falls"
52,5,"xp820","falls"
116,6,"xp820","falls"
78,7,"xp820","falls"
108,8,"xp820","falls"
187,9,"xp820","falls"
72,10,"xp820","falls"
172,11,"xp820","falls"
206,12,"xp820","falls"
137,13,"xp820","falls"
138,14,"xp820","falls"
219,15,"xp820","falls"
256,16,"xp820","falls"
45,17,"xp820","falls"
89,1,"xp820","falls"
122,2,"xp820","falls"
66,3,"xp820","falls"
103,4,"xp820","falls"
63,5,"xp820","falls"
148,6,"xp820","falls"
107,7,"xp820","falls"
81,8,"xp820","falls"
122,9,"xp820","falls"
142,10,"xp820","falls"
90,11,"xp820","falls"
119,12,"xp820","falls"
205,13,"xp820","falls"
318,14,"xp820","falls"
226,15,"xp820","falls"
390,16,"xp820","falls"
90,17,"xp820","falls"
101,1,"xp820","falls"
77,2,"xp820","falls"
112,3,"xp820","falls"
133,4,"xp820","falls"
27,5,"xp820","falls"
75,6,"xp820","falls"
63,7,"xp820","falls"
78,8,"xp820","falls"
68,9,"xp820","falls"
176,10,"xp820","falls"
141,11,"xp820","falls"
84,12,"xp820","falls"
96,13,"xp820","falls"
167,14,"xp820","falls"
290,15,"xp820","falls"
322,16,"xp820","falls"
57,17,"xp820","falls"
80,1,"xp820","falls"
110,2,"xp820","falls"
68,3,"xp820","falls"
78,4,"xp820","falls"
109,5,"xp820","falls"
56,6,"xp820","falls"
139,7,"xp820","falls"
63,8,"xp820","falls"
75,9,"xp820","falls"
283,10,"xp820","falls"
114,11,"xp820","falls"
130,12,"xp820","falls"
140,13,"xp820","falls"
171,14,"xp820","falls"
399,15,"xp820","falls"
284,16,"xp820","falls"
70,17,"xp820","falls"
105,1,"xp820","falls"
65,2,"xp820","falls"
123,3,"xp820","falls"
165,4,"xp820","falls"
126,5,"xp820","falls"
107,6,"xp820","falls"
157,7,"xp820","falls"
96,8,"xp820","falls"
54,9,"xp820","falls"
65,10,"xp820","falls"
204,11,"xp820","falls"
44,12,"xp820","falls"
158,13,"xp820","falls"
288,14,"xp820","falls"
96,15,"xp820","falls"
190,16,"xp820","falls"
143,17,"xp820","falls"
110,1,"xp820","falls"
85,2,"xp820","falls"
77,3,"xp820","falls"
108,4,"xp820","falls"
218,5,"xp820","falls"
72,6,"xp820","falls"
58,7,"xp820","falls"
146,8,"xp820","falls"
114,9,"xp820","falls"
80,10,"xp820","falls"
88,11,"xp820","falls"
88,12,"xp820","falls"
97,13,"xp820","falls"
205,14,"xp820","falls"
268,15,"xp820","falls"
144,16,"xp820","falls"
88,17,"xp820","falls"
137,1,"pythonstrips","falls"
108,2,"pythonstrips","falls"
89,3,"pythonstrips","falls"
107,4,"pythonstrips","falls"
86,5,"pythonstrips","falls"
223,6,"pythonstrips","falls"
134,7,"pythonstrips","falls"
35,8,"pythonstrips","falls"
66,9,"pythonstrips","falls"
